feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
DEOXYINOPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.77670469653017	0.489897948556636	6	2	0.00152373734725683	0.0110604400344318
INOPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.77670469653017	0.489897948556636	6	2	0.00152373734725683	0.0110604400344318
PNP.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.77670469653017	0.489897948556636	6	2	0.00152373734725683	0.0110604400344318
RXN.15513...expasy..Phosphoglycerate.mutase..2.3.diphosphoglycerate.dependent...5.4.2.11..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-3.77878134062015	0.489897948556636	6	2	0.00152056668128892	0.0110604400344318
RXN.7001...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.77670469653017	0.489897948556636	6	2	0.00152373734725683	0.0110604400344318
XANTHOSINEPHOSPHORY.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.77670469653017	0.489897948556636	6	2	0.00152373734725683	0.0110604400344318
MANNONDEHYDRAT.RXN...expasy..Mannonate.dehydratase..4.2.1.8..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	Condition	[T.Infected]	3.56623989232067	0.462831351453848	6	6	0.0015266598812768	0.0110764804924943
BETA.PHOSPHOGLUCOMUTASE.RXN...expasy..Beta.phosphoglucomutase..5.4.2.6..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.77329485684478	0.489897948556636	6	2	0.00152896131566951	0.0110880017763975
ARGSUCCINSYN.RXN...expasy..Argininosuccinate.synthase..6.3.4.5..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.76901917122529	0.489897948556636	6	2	0.00153554311186521	0.0111000636247734
DEPHOSPHOCOAKIN.RXN...expasy..Dephospho.CoA.kinase..2.7.1.24..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.76896658997428	0.489897948556636	6	2	0.0015356242708489	0.0111000636247734
MALONYL.COA.ACP.TRANSACYL.RXN...expasy...Acyl.carrier.protein..S.malonyltransferase..2.3.1.39..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.76899991440741	0.489897948556636	6	2	0.00153557283408329	0.0111000636247734
RXN.20481...expasy...Acyl.carrier.protein..S.malonyltransferase..2.3.1.39..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.76899991440741	0.489897948556636	6	2	0.00153557283408329	0.0111000636247734
RXN.20482...expasy...Acyl.carrier.protein..S.malonyltransferase..2.3.1.39..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.76899991440741	0.489897948556636	6	2	0.00153557283408329	0.0111000636247734
RXN.20490...expasy...Acyl.carrier.protein..S.malonyltransferase..2.3.1.39..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.76899991440741	0.489897948556636	6	2	0.00153557283408329	0.0111000636247734
RXN.20498...expasy...Acyl.carrier.protein..S.malonyltransferase..2.3.1.39..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.76899991440741	0.489897948556636	6	2	0.00153557283408329	0.0111000636247734
UDP.NACMURALGLDAPLIG.RXN...expasy..UDP.N.acetylmuramoyl.L.alanyl.D.glutamate..2.6.diaminopimelate.ligase..6.3.2.13..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.75837636901227	0.489897948556636	6	2	0.00155207889654506	0.0112137880665769
RXN.17873...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.75184356477393	0.489897948556636	6	2	0.00156233803812492	0.0112565115672227
RXN.17874...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.75184356477393	0.489897948556636	6	2	0.00156233803812492	0.0112565115672227
RXN.17875...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.75184356477393	0.489897948556636	6	2	0.00156233803812492	0.0112565115672227
RXN.17876...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.75184356477393	0.489897948556636	6	2	0.00156233803812492	0.0112565115672227
RXN.17877...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.75184356477393	0.489897948556636	6	2	0.00156233803812492	0.0112565115672227
RXN.17878...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.75184356477393	0.489897948556636	6	2	0.00156233803812492	0.0112565115672227
GLUTDECARBOX.RXN...expasy..Glutamate.decarboxylase..4.1.1.15..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.75123220772018	0.489897948556636	6	2	0.00156330239917993	0.0112582403084593
THIAMINASE.RXN...expasy..Aminopyrimidine.aminohydrolase..3.5.99.2..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.37124354988659	0.179152466226925	6	6	0.00156571020453846	0.0112703577066846
DNA.DIRECTED.DNA.POLYMERASE.RXN...expasy..DNA.directed.DNA.polymerase..2.7.7.7..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-3.74453483578212	0.489897948556636	6	2	0.00157391523982417	0.0113189341703412
RXN.20927...expasy..DNA.directed.DNA.polymerase..2.7.7.7..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-3.74453483578212	0.489897948556636	6	2	0.00157391523982417	0.0113189341703412
O.SUCCINYLBENZOATE.COA.LIG.RXN...expasy..o.succinylbenzoate..CoA.ligase..6.2.1.26..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.74281151886685	0.489897948556636	6	2	0.0015766604490859	0.0113334320255523
ADCLY.RXN...expasy..Aminodeoxychorismate.lyase..4.1.3.38..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.72939911574534	0.489897948556636	6	2	0.00159822968311989	0.0114831657445059
RXN0.2605...expasy..Exodeoxyribonuclease.V..3.1.11.5..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.72865917437364	0.489897948556636	6	2	0.00159943020667147	0.0114864809805366
ADENOSYLHOMOCYSTEINE.NUCLEOSIDASE.RXN...expasy..Adenosylhomocysteine.nucleosidase..3.2.2.9..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-3.72414514030919	0.489897948556636	6	2	0.0016067782255607	0.0115179614407005
LIPIDADISACCHARIDESYNTH.RXN...expasy..Lipid.A.disaccharide.synthase..2.4.1.182..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.72489834972435	0.489897948556636	6	2	0.00160554924323535	0.0115179614407005
RXN.20785...expasy..Lipid.A.disaccharide.synthase..2.4.1.182..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.72489834972435	0.489897948556636	6	2	0.00160554924323535	0.0115179614407005
RXN0.6550...expasy..Adenosylhomocysteine.nucleosidase..3.2.2.9..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-3.72414514030919	0.489897948556636	6	2	0.0016067782255607	0.0115179614407005
RXN.9985...expasy..Beta.fructofuranosidase..3.2.1.26..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.72123993192774	0.489897948556636	6	2	0.0016115294451727	0.0115466939176712
X3.DEHYDROQUINATE.SYNTHASE.RXN...expasy..3.dehydroquinate.synthase..4.2.3.4..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.71850779959407	0.489897948556636	6	2	0.001616013466369	0.0115692067882035
SHIKIMATE.KINASE.RXN...expasy..Shikimate.kinase..2.7.1.71..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.71841846376231	0.489897948556636	6	2	0.00161616034600024	0.0115692067882035
MANNPISOM.RXN...expasy..Mannose.6.phosphate.isomerase..5.3.1.8..unclassified	Condition	[T.Infected]	2.91985197585038	0.385452071503248	6	6	0.00162834246666967	0.0116510452460927
X3.DEHYDROQUINATE.DEHYDRATASE.RXN...expasy..3.dehydroquinate.dehydratase..4.2.1.10..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.70230445426029	0.489897948556636	6	2	0.00164292591792522	0.0117499823702144
RXN.19944...expasy..Beta.Ala.His.dipeptidase..3.4.13.20..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.69923699084058	0.489897948556636	6	2	0.00164808291317371	0.0117814427569607
KDUD.RXN...expasy..2.deoxy.D.gluconate.3.dehydrogenase..1.1.1.125..unclassified	Condition	[T.Infected]	3.08468764949653	0.408679661913108	6	6	0.0016506439952144	0.011794325668794
RXN.17873...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-3.69367488449509	0.489897948556636	6	2	0.00165748500479502	0.0118037126346224
RXN.17874...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-3.69367488449509	0.489897948556636	6	2	0.00165748500479502	0.0118037126346224
RXN.17875...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-3.69367488449509	0.489897948556636	6	2	0.00165748500479502	0.0118037126346224
RXN.17876...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-3.69367488449509	0.489897948556636	6	2	0.00165748500479502	0.0118037126346224
RXN.17877...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-3.69367488449509	0.489897948556636	6	2	0.00165748500479502	0.0118037126346224
RXN.17878...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-3.69367488449509	0.489897948556636	6	2	0.00165748500479502	0.0118037126346224
RXN0.6366...expasy...Ribosomal.protein.S12...aspartate.89..C.3...methylthiotransferase..2.8.4.4..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.69304348103961	0.489897948556636	6	2	0.00165855650306494	0.0118037126346224
RXNQT.4165...expasy..3.isopropylmalate.dehydrogenase..1.1.1.85..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.69156316479009	0.489897948556636	6	2	0.00166107197296952	0.0118037126346224
RXNQT.4168...expasy..3.isopropylmalate.dehydrogenase..1.1.1.85..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.69156316479009	0.489897948556636	6	2	0.00166107197296952	0.0118037126346224
RXNQT.4171...expasy..3.isopropylmalate.dehydrogenase..1.1.1.85..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.69156316479009	0.489897948556636	6	2	0.00166107197296952	0.0118037126346224
RXNQT.4174...expasy..3.isopropylmalate.dehydrogenase..1.1.1.85..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.69156316479009	0.489897948556636	6	2	0.00166107197296952	0.0118037126346224
RXNQT.4178...expasy..3.isopropylmalate.dehydrogenase..1.1.1.85..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.69156316479009	0.489897948556636	6	2	0.00166107197296952	0.0118037126346224
RXN0.2605...expasy..Exodeoxyribonuclease.V..3.1.11.5..unclassified	Condition	[T.Infected]	1.26379839310398	0.167768951100422	6	5	0.00166307514388138	0.0118125460745249
AMINOGLYCOSIDE.N3.ACETYLTRANSFERASE.RXN...expasy..Aminoglycoside.N.3..acetyltransferase..2.3.1.81..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.68881295172235	0.489897948556636	6	2	0.00166575787929021	0.0118159086888385
BTUR2.RXN...expasy..Corrinoid.adenosyltransferase..2.5.1.17..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.67903182525985	0.489897948556636	6	2	0.00168255620155714	0.0118159086888385
GLUC1PADENYLTRANS.RXN...expasy..Glucose.1.phosphate.adenylyltransferase..2.7.7.27..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-3.68399827113651	0.489897948556636	6	2	0.00167400069119254	0.0118159086888385
RXN.19335...expasy..Corrinoid.adenosyltransferase..2.5.1.17..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.67903182525985	0.489897948556636	6	2	0.00168255620155714	0.0118159086888385
RXN.19339...expasy..Corrinoid.adenosyltransferase..2.5.1.17..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.67903182525985	0.489897948556636	6	2	0.00168255620155714	0.0118159086888385
RXN.19368...expasy..Corrinoid.adenosyltransferase..2.5.1.17..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.67903182525985	0.489897948556636	6	2	0.00168255620155714	0.0118159086888385
RXN.19369...expasy..Corrinoid.adenosyltransferase..2.5.1.17..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.67903182525985	0.489897948556636	6	2	0.00168255620155714	0.0118159086888385
RXN.21617...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21621...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21625...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21629...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21634...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21649...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21654...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21659...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21664...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21669...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21680...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21685...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21690...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21695...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.21701...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.8391...expasy..Beta.ketoacyl..acyl.carrier.protein..synthase.II..2.3.1.179..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
RXN.8668...expasy..Peptide.methionine..S..S.oxide.reductase..1.8.4.11..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.68018388856636	0.489897948556636	6	2	0.00168056678145116	0.0118159086888385
RXN.9535...expasy..AMBIGUOUS..2.3.1.179..2.3.1.41..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.68069932952743	0.489897948556636	6	2	0.00167967764248437	0.0118159086888385
DTDPDEHYRHAMREDUCT.RXN...expasy..dTDP.4.dehydrorhamnose.reductase..1.1.1.133..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.67830797261462	0.489897948556636	6	2	0.00168380766229463	0.0118193563142371
URACIL.PRIBOSYLTRANS.RXN...expasy..Uracil.phosphoribosyltransferase..2.4.2.9..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.67702126360834	0.489897948556636	6	2	0.00168603507968361	0.0118296483852654
ALARACECAT.RXN...expasy..Alanine.racemase..5.1.1.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.6682176631448	0.489897948556636	6	2	0.00170137303099188	0.0119306859601879
NADPYROPHOSPHAT.RXN...expasy..NAD....diphosphatase..3.6.1.22..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.66787645137192	0.489897948556636	6	2	0.00170197096542929	0.0119306859601879
ACETYLORNTRANSAM.RXN...expasy..Acetylornithine.transaminase..2.6.1.11..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-3.66333310341857	0.489897948556636	6	2	0.00170995745985545	0.0119812664037933
RXN.15521...expasy..Peptidoglycan.glycosyltransferase..2.4.1.129..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.66096026880769	0.489897948556636	6	2	0.00171414693738092	0.0119998006999265
RXN.16650...expasy..Peptidoglycan.glycosyltransferase..2.4.1.129..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.66096026880769	0.489897948556636	6	2	0.00171414693738092	0.0119998006999265
ABC.27.RXN...expasy..ABC.type.phosphate.transporter..7.3.2.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.66024187146534	0.489897948556636	6	2	0.00171541784020768	0.0120011999542305
DTDPGLUCOSEPP.RXN...expasy..Glucose.1.phosphate.thymidylyltransferase..2.7.7.24..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.65979353961895	0.489897948556636	6	2	0.00171621156536801	0.0120011999542305
GTP.CYCLOHYDRO.I.RXN...expasy..GTP.cyclohydrolase.I..3.5.4.16..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.65953837932433	0.489897948556636	6	2	0.00171666350287977	0.0120011999542305
UNGROUPED.g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.65743950152845	0.489897948556636	6	2	0.00172038660001316	0.0120218202116927
TEICHOICSYN4.RXN...expasy..Teichoic.acid.poly.glycerol.phosphate..polymerase..2.7.8.12..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.65575959447084	0.489897948556636	6	2	0.00172337369499628	0.0120372811658145
TRNA.GUANINE.N7..METHYLTRANSFERASE.RXN...expasy..tRNA..guanine.46..N.7...methyltransferase..2.1.1.33..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.65397713411271	0.489897948556636	6	2	0.00172655015258993	0.0120540502791555
