"name"	"taxRank"	"taxID"	"Max"	"X1..BL60N.cladeReads"	"X2..BL63DP.cladeReads"	"X3..BL67DP.cladeReads"	"X4..BL610DP.cladeReads"	"X6..BL613DP.cladeReads"	"X7..BL616DP.cladeReads"	"lineage"
"Flammeovirga sp. MY04"	"S"	1191459	493	296	440	345	489	426	493	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Flammeovirga"
"Marivirga tractuosa"	"S"	1006	317	277	302	223	317	260	265	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Marivirga"
"Persicobacter sp. JZB09"	"S"	1085624	693	693	387	333	407	541	284	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Persicobacteraceae>Persicobacter"
"Candidatus Amoebophilus asiaticus"	"S"	281120	132	90	65	98	132	108	128	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Amoebophilus"
"Cardinium endosymbiont of Encarsia pergandiella"	"S"	249402	58	37	25	44	58	45	44	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Niabella ginsenosidivorans"	"S"	1176587	592	592	417	406	472	514	363	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Niabella"
"Niabella soli"	"S"	446683	433	432	388	359	391	433	326	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Niabella"
"Niastella koreensis"	"S"	354356	584	470	290	301	373	584	243	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Niastella"
"Chitinophaga pinensis"	"S"	79329	519	452	389	355	402	519	287	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Chitinophaga"
"Arachidicoccus sp. BS20"	"S"	1850526	413	334	292	253	294	413	237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Arachidicoccus"
"Flavisolibacter sp. LCS9"	"S"	1492898	278	258	278	219	241	275	197	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Flavisolibacter"
"Haliscomenobacter hydrossis"	"S"	2350	494	404	335	283	325	494	246	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Saprospiraceae>Haliscomenobacter"
"Saprospira grandis"	"S"	1008	286	198	250	268	263	286	194	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Saprospiraceae>Saprospira"
"Pedobacter steynii"	"S"	430522	406	393	353	317	367	406	277	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Pedobacter cryoconitis"	"S"	188932	351	340	299	315	351	323	304	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Pedobacter heparinus"	"S"	984	403	333	265	300	396	403	341	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Pedobacter sp. PACM 27299"	"S"	1727164	292	271	225	213	260	292	214	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Sphingobacterium sp. 21"	"S"	743722	449	290	219	269	308	449	280	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium"
"Sphingobacterium sp. ML3W"	"S"	1538644	361	182	330	203	283	361	258	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium"
"Mucilaginibacter sp. PAMC 26640"	"S"	1300914	473	357	335	333	364	473	272	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Mucilaginibacter"
"Pseudopedobacter saltans"	"S"	151895	336	260	236	230	333	300	336	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pseudopedobacter"
"Solitalea canadensis"	"S"	995	285	210	246	176	257	259	285	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Solitalea"
"Rhodothermus marinus"	"S"	29549	933	797	496	465	429	933	321	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis>Rhodothermaceae>Rhodothermus"
"Salinibacter ruber"	"S"	146919	468	421	234	220	203	468	179	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis>Rhodothermaceae>Salinibacter"
"Chlorobium phaeobacteroides"	"S"	1096	649	588	530	446	505	649	350	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Chlorobium"
"Chlorobium limicola"	"S"	1092	401	398	401	271	250	383	235	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Chlorobium"
"Chlorobium phaeovibrioides"	"S"	1094	365	237	202	234	275	365	241	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Chlorobium"
"Chlorobium chlorochromatii"	"S"	337090	262	113	262	114	154	200	133	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Chlorobium"
"Pelodictyon phaeoclathratiforme"	"S"	34090	326	314	326	266	286	272	221	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Pelodictyon"
"Pelodictyon luteolum"	"S"	1100	340	254	159	179	193	340	136	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Pelodictyon"
"Chlorobaculum parvum"	"S"	274539	413	377	344	230	236	413	201	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobaculum"
"Chlorobaculum limnaeum"	"S"	274537	523	301	228	179	162	523	144	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobaculum"
"Chlorobaculum tepidum"	"S"	1097	360	256	159	128	128	360	83	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobaculum"
"Prosthecochloris sp. CIB 2401"	"S"	1868325	298	298	221	183	225	276	161	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Prosthecochloris"
"Prosthecochloris aestuarii"	"S"	1102	269	259	151	185	184	269	106	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Prosthecochloris"
"Chloroherpeton thalassium"	"S"	100716	273	267	193	195	273	270	186	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chloroherpeton"
"Ignavibacterium album"	"S"	591197	408	297	213	263	390	325	408	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae>Ignavibacterium"
"Melioribacter roseus"	"S"	1134405	387	283	387	284	294	314	306	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Melioribacteraceae>Melioribacter"
"Fibrobacter succinogenes"	"S"	833	713	713	368	342	419	576	246	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae>Fibrobacter"
"Gemmatimonas aurantiaca"	"S"	173480	377	301	377	196	172	297	171	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae>Gemmatimonas"
"Candidatus Cloacimonas acidaminovorans"	"S"	456827	193	193	130	174	186	161	192	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Candidatus&nbsp;Cloacimonetes>Candidatus&nbsp;Cloacimonas"
"Fusobacterium nucleatum"	"S"	851	16412	14308	9684	11903	16412	12448	12005	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium hwasookii"	"S"	1583098	2225	1957	1258	1558	2225	1689	1752	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Ilyobacter polytropus"	"S"	167642	631	445	631	387	571	407	366	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Ilyobacter"
"Leptotrichia sp. oral taxon 212"	"S"	712357	618	423	430	462	618	423	557	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia"
"Leptotrichia buccalis"	"S"	40542	552	354	368	382	552	420	539	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia"
"Leptotrichia sp. oral taxon 847"	"S"	1785996	535	277	283	305	438	347	535	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia"
"Sebaldella termitidis"	"S"	826	979	819	673	687	979	740	701	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Sebaldella"
"Streptobacillus moniliformis"	"S"	34105	769	302	241	479	670	439	769	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Streptobacillus"
"Sneathia amnii"	"S"	187101	653	290	260	306	436	362	653	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Sneathia"
"Treponema succinifaciens"	"S"	167	2217	2217	1346	1507	1822	1458	951	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema primitia"	"S"	88058	1474	1474	780	914	960	994	585	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema azotonutricium"	"S"	150829	1087	1087	544	629	695	804	374	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema brennaborense"	"S"	81028	914	914	678	595	659	840	494	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema caldarium"	"S"	215591	545	545	384	397	488	427	298	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema putidum"	"S"	221027	540	540	379	290	395	335	317	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema sp. OMZ 838"	"S"	1539298	419	419	364	348	365	374	217	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema pedis"	"S"	409322	377	324	225	308	359	317	377	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema denticola"	"S"	158	352	323	281	232	352	320	205	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema pallidum"	"S"	160	16	16	2	6	6	4	2	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema paraluiscuniculi"	"S"	53435	6	6	NA	NA	2	NA	3	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Sphaerochaeta globosa"	"S"	1131703	686	686	401	371	394	532	261	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Sphaerochaeta"
"Sphaerochaeta pleomorpha"	"S"	1131707	640	640	390	450	442	362	268	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Sphaerochaeta"
"Sphaerochaeta coccoides"	"S"	273376	622	622	331	364	370	393	224	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Sphaerochaeta"
"Spirochaeta thermophila"	"S"	154	919	919	480	495	470	731	353	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Spirochaeta"
"Spirochaeta africana"	"S"	46355	478	478	228	252	268	324	172	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Spirochaeta"
"Sediminispirochaeta smaragdinae"	"S"	55206	755	755	370	367	410	441	283	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Sediminispirochaeta"
"Salinispira pacifica"	"S"	1307761	716	716	286	412	487	413	259	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Salinispira"
"Borrelia miyamotoi"	"S"	47466	110	60	104	62	110	78	81	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia hermsii"	"S"	140	78	33	47	60	72	54	78	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia duttonii"	"S"	40834	58	27	25	27	58	24	52	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia parkeri"	"S"	141	39	22	39	19	25	20	20	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia recurrentis"	"S"	44449	36	14	30	20	36	11	35	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia turicatae"	"S"	142	29	13	5	13	29	10	27	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borreliella burgdorferi"	"S"	139	103	52	55	77	103	65	78	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Borreliella bissettii"	"S"	64897	106	48	106	71	79	67	78	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Borreliella afzelii"	"S"	29518	82	45	47	44	70	52	82	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Borreliella valaisiana"	"S"	62088	68	30	24	48	68	58	50	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Borreliella garinii"	"S"	29519	24	9	21	14	14	24	13	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Borreliella bavariensis"	"S"	664662	52	8	1	32	52	25	44	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Leptospira interrogans"	"S"	173	535	447	251	375	535	424	425	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira borgpetersenii"	"S"	174	275	275	189	145	214	227	153	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira biflexa"	"S"	172	229	229	137	196	226	186	135	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira alstonii"	"S"	28452	239	193	239	172	190	191	144	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira santarosai"	"S"	28183	190	190	53	148	146	172	152	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Turneriella parva"	"S"	29510	378	260	322	178	204	378	201	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Turneriella"
"Brachyspira pilosicoli"	"S"	52584	733	447	405	528	626	534	733	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Brachyspira hyodysenteriae"	"S"	159	574	366	313	366	514	401	574	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Brachyspira murdochii"	"S"	84378	676	358	355	366	526	438	676	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Brachyspira intermedia"	"S"	84377	475	310	312	346	475	379	421	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Thermotoga caldifontis"	"S"	1508419	179	179	65	138	144	133	72	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga profunda"	"S"	1508420	209	146	143	145	209	132	131	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga maritima"	"S"	2336	80	65	19	53	57	80	45	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga sp. RQ7"	"S"	126738	52	52	40	20	30	30	16	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga sp. 2812B"	"S"	1157948	51	51	29	34	35	41	18	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga sp. RQ2"	"S"	126740	46	46	21	25	27	24	19	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga naphthophila"	"S"	93930	47	33	21	27	40	47	20	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga neapolitana"	"S"	2337	31	30	31	22	20	25	11	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga petrophila"	"S"	93929	46	17	46	19	24	10	22	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga sp. Cell2"	"S"	1157947	6	6	2	1	3	1	2	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Pseudothermotoga thermarum"	"S"	119394	199	199	99	139	199	144	102	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Pseudothermotoga"
"Pseudothermotoga hypogea"	"S"	57487	163	163	109	93	133	145	72	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Pseudothermotoga"
"Pseudothermotoga lettingae"	"S"	177758	14	12	8	7	14	13	5	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Pseudothermotoga"
"Pseudothermotoga elfii"	"S"	38322	15	7	NA	7	15	5	9	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Pseudothermotoga"
"Fervidobacterium pennivorans"	"S"	93466	321	210	173	209	321	229	189	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Fervidobacterium"
"Fervidobacterium nodosum"	"S"	2424	281	190	232	221	255	194	281	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Fervidobacterium"
"Fervidobacterium islandicum"	"S"	2423	143	114	63	90	143	100	82	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Fervidobacterium"
"Thermosipho africanus"	"S"	2421	358	237	309	258	337	251	358	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Thermosipho"
"Thermosipho melanesiensis"	"S"	46541	298	165	227	208	260	212	298	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Thermosipho"
"Marinitoga piezophila"	"S"	149715	718	480	406	418	581	415	718	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Marinitoga"
"Defluviitoga tunisiensis"	"S"	1006576	383	217	184	289	366	249	383	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Defluviitoga"
"Petrotoga mobilis"	"S"	69499	216	165	216	146	181	132	196	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Petrotoga"
"Kosmotoga pacifica"	"S"	1330330	194	194	185	133	124	156	95	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae>Kosmotoga"
"Kosmotoga olearia"	"S"	651457	153	152	112	91	130	153	92	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae>Kosmotoga"
"Mesotoga prima"	"S"	1184387	184	184	126	130	126	121	104	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae>Mesotoga"
"Granulicella tundricola"	"S"	940615	453	453	367	272	292	450	200	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Granulicella"
"Granulicella mallensis"	"S"	940614	272	224	196	155	217	272	140	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Granulicella"
"Terriglobus roseus"	"S"	392734	370	370	259	216	254	296	179	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Terriglobus"
"Terriglobus saanensis"	"S"	870903	294	294	159	185	173	254	122	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Terriglobus"
"Acidobacterium capsulatum"	"S"	33075	580	580	289	240	250	422	204	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Acidobacterium"
"Candidatus Koribacter versatilis"	"S"	658062	449	414	449	204	247	419	201	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Candidatus&nbsp;Koribacter"
